5.985230157602831197e-03,1.656365279303430348e-03,-5.123738234833192899e-04,5.982266454176852133e-04,1.670346260522458928e-04,-1.268839309633843426e-03
1.098555554311819032e-02,2.448577860121441043e-03,-7.961134254740095256e-04,1.044981859018975908e-03,4.114635833477693822e-04,-2.692793857536992987e-03
1.503311276707726581e-02,2.982778404761587693e-03,-1.006244144245197706e-03,1.424978347252706980e-03,7.746040803211491719e-04,-4.100706094170024178e-03
1.828911345734510890e-02,3.679359668808641817e-03,-1.222725197106115744e-03,1.784096657582466766e-03,1.245695315777872389e-03,-5.365731359419284585e-03
2.089305490972370380e-02,4.322707783360995280e-03,-1.411078860104985353e-03,2.089689233961568478e-03,1.793708005563908036e-03,-6.466312013358958138e-03
2.296657182310334402e-02,4.868890732237608938e-03,-1.569108880371483010e-03,2.343831406891699366e-03,2.389534272232673486e-03,-7.420084319485423761e-03
2.460761882455580335e-02,5.332133785544598305e-03,-1.701685545751567509e-03,2.555448983342118764e-03,3.011650066171476549e-03,-8.244462301056914785e-03
2.589547594629694471e-02,5.724618930645438211e-03,-1.812856175439684324e-03,2.731612724185857564e-03,3.644111050673936626e-03,-8.955565915984351269e-03
2.689460719012085749e-02,6.056761066837174599e-03,-1.906002321968108598e-03,2.878094428752832595e-03,4.275058400745292836e-03,-9.567999828670164381e-03
2.765759629700822314e-02,6.337454923700012489e-03,-1.983958645085881923e-03,2.999666993132502242e-03,4.895634008319613498e-03,-1.009483479793624183e-02
2.822739243423347949e-02,6.574291881525304478e-03,-2.049105930342855555e-03,3.100304829528985340e-03,5.499197639109009578e-03,-1.054770443248491570e-02
2.863903468310898676e-02,6.773748251804842177e-03,-2.103445847216530665e-03,3.183335678032788579e-03,6.080764753098463586e-03,-1.093696331307682929e-02
2.892098614964340453e-02,6.941347609042604165e-03,-2.148662278688360117e-03,3.251566179654574642e-03,6.636604089811153247e-03,-1.127186829734494640e-02
2.909621642335135511e-02,7.081800044272568324e-03,-2.186172620837798820e-03,3.307393743375511806e-03,7.163945331728472504e-03,-1.156073458066482311e-02
2.918326195504004211e-02,7.199121091291500567e-03,-2.217171817788495328e-03,3.352905910326418187e-03,7.660743575872900821e-03,-1.181096616435893185e-02
2.919761425039825095e-02,7.296732927796104051e-03,-2.242671118706878863e-03,3.389938159064229996e-03,8.125433841220349937e-03,-1.202880809321959545e-02
2.915343502724713695e-02,7.377550834530447431e-03,-2.263530680334392697e-03,3.420045400841293780e-03,8.556652592064447477e-03,-1.221887944651994622e-02
2.906454926058391411e-02,7.444058209679510658e-03,-2.280482428265333695e-03,3.444452096356673265e-03,8.953053354436111416e-03,-1.238406693919649748e-02
2.894409400655022571e-02,7.498371607145347222e-03,-2.294145168295290069e-03,3.464098454858500781e-03,9.313315455227101636e-03,-1.252605718914915484e-02
2.880576075030806885e-02,7.542294788631015261e-03,-2.305042678086722824e-03,3.479731561369424266e-03,9.636787341035065596e-03,-1.264557022620521089e-02
2.866025403560680876e-02,7.577367157075962263e-03,-2.313609543427008145e-03,3.491963396710498057e-03,9.923796323299871602e-03,-1.274417734942391925e-02
2.851410602269320235e-02,7.604902740639307886e-03,-2.320204863611933024e-03,3.501304630322850560e-03,1.017552366554564866e-02,-1.282478594775472887e-02
2.837263264093212861e-02,7.626021968859910891e-03,-2.325129829695140714e-03,3.508187690439873527e-03,1.039316311257521691e-02,-1.288987486958048656e-02
2.824012222682352122e-02,7.641680110513037610e-03,-2.328637299418808478e-03,3.512980157428209106e-03,1.057791378094451000e-02,-1.294156013063348445e-02
2.811901649120795640e-02,7.652691656480157222e-03,-2.330939244714665820e-03,3.515995028402782788e-03,1.073173783279693892e-02,-1.298168751385903388e-02
2.800764100428091569e-02,7.659751000326071868e-03,-2.332213251409256775e-03,3.517498978433311347e-03,1.085923289402071674e-02,-1.301197017189197752e-02
2.790456960128184088e-02,7.663449481955765356e-03,-2.332610868896516955e-03,3.517718899496867589e-03,1.096431446800974312e-02,-1.303386768916887060e-02
2.780858756455458630e-02,7.664290673308827781e-03,-2.332261450874395948e-03,3.516847873513313794e-03,1.105031704947406594e-02,-1.304862382918255299e-02
2.771866026666464436e-02,7.662703398697991164e-03,-2.331275422733732408e-03,3.515050230054194043e-03,1.112008027299814412e-02,-1.305729860653292648e-02
