4.997893886614469122e-03,6.931497751890081452e-04,-1.769901952906907346e-04,2.975250516630817258e-04,-5.436836082389894399e-04,-6.049182690906985439e-03
9.895588161291263632e-03,1.370063315231147098e-03,-3.499199080636504998e-04,5.982551959049975301e-04,-1.077074005976637501e-03,-1.197714398112180792e-02
1.469482908788700970e-02,2.033369821637984361e-03,-5.194435103816082535e-04,8.775904600458867260e-04,-1.602070236248142069e-03,-1.778608706299010869e-02
1.939734606625126423e-02,2.683307938294268030e-03,-6.856181724319757422e-04,1.148198987493751497e-03,-2.116972592112142688e-03,-2.347804219883278809e-02
2.400483872827783791e-02,3.320112233155972890e-03,-8.485001748743188806e-04,1.410740024114524567e-03,-2.621633574625276998e-03,-2.905527802221915742e-02
2.851897744905975557e-02,3.944013266187270696e-03,-1.008144920864730270e-03,1.664697594764004895e-03,-3.116216400988757167e-03,-3.452000114231786043e-02
3.294140384925398762e-02,4.555237656247819282e-03,-1.164606947978783901e-03,1.909702781958540121e-03,-3.600903696130268363e-03,-3.987435794435372632e-02
3.727373128880709374e-02,5.154008146941902076e-03,-1.317939940031972144e-03,2.145800609265844597e-03,-4.075845695027256917e-03,-4.512041378472567144e-02
4.151754535219042558e-02,5.740543671441154273e-03,-1.468196738796575087e-03,2.373261489328995499e-03,-4.541186247054474975e-03,-5.026012270076823940e-02
4.567440432529110833e-02,6.315059416292716048e-03,-1.615429355613953039e-03,2.592559302662874286e-03,-4.997050047559540784e-03,-5.529536666907899217e-02
4.974583966410241198e-02,6.877766884224773697e-03,-1.759688982901296732e-03,2.804211398979067262e-03,-5.443563463687969319e-03,-6.022794321190665101e-02
5.373335645535485400e-02,7.428873955961558945e-03,-1.901026005551935318e-03,3.008818014731229167e-03,-5.880842979288450519e-03,-6.505959447847566024e-02
5.763843386922691547e-02,7.968584951059931240e-03,-2.039490012228346513e-03,3.206959214732818444e-03,-6.309008480489692802e-03,-6.979200298197353602e-02
6.146252560427187261e-02,8.497100687779739897e-03,-2.175129806547086535e-03,3.399216977488406233e-03,-6.728176841484022862e-03,-7.442681454936997398e-02
6.520706032469496261e-02,9.014618542000215826e-03,-2.307993418154905604e-03,3.586112980045645139e-03,-7.138470369547804742e-03,-7.896564018407301044e-02
6.887344209011282692e-02,9.521332505194643470e-03,-2.438128113695387216e-03,3.768117196796695774e-03,-7.540013087175786478e-03,-8.341007154883048336e-02
7.246305077792478122e-02,1.001743324147561127e-02,-2.565580407665510321e-03,3.945616970080562634e-03,-7.932935639845321157e-03,-8.776168488273274060e-02
7.597724249842356670e-02,1.050310814372311559e-02,-2.690396073161596419e-03,4.118924759317128641e-03,-8.317372467259293717e-03,-9.202204814167291858e-02
7.941735000277057310e-02,1.097854138880780157e-02,-2.812620152514169747e-03,4.288275029477330545e-03,-8.693463546410417145e-03,-9.619272150957892953e-02
8.278468308395882380e-02,1.144391399192157960e-02,-2.932296967811319835e-03,4.453840512192581459e-03,-9.061351551765448042e-03,-1.002752563935665614e-01
8.608052897088462607e-02,1.189940386002786774e-02,-3.049470131310228621e-03,4.615746507578467536e-03,-9.421181428538124084e-03,-1.042711913378135263e-01
8.930615271564679158e-02,1.234518584444360863e-02,-3.164182555736569369e-03,4.774088578715058630e-03,-9.773098106457990888e-03,-1.081820476837323797e-01
9.246279757419026413e-02,1.278143179256525062e-02,-3.276476464471570101e-03,4.928945159235207166e-03,-1.011724577548416167e-02,-1.120093257471970749e-01
9.555168538040897941e-02,1.320831059875070095e-02,-3.386393401626571972e-03,5.080386163739524646e-03,-1.045376685219023827e-02,-1.157545025124657317e-01
9.857401691382078335e-02,1.362598825436933669e-02,-3.493974242004991085e-03,5.228477263803038046e-03,-1.078280175077249957e-02,-1.194190305394377816e-01
1.015309722609253618e-01,1.403462789703197218e-02,-3.599259200951634291e-03,5.373281837724838868e-03,-1.110448864366141500e-02,-1.230043377529736748e-01
1.044237111703540388e-01,1.443438985901268103e-02,-3.702287844089391985e-03,5.514861654136920220e-03,-1.141896345452255226e-02,-1.265118276248900497e-01
1.072533734019185947e-01,1.482543171487422928e-02,-3.803099096943370321e-03,5.653277119949090546e-03,-1.172635983785673061e-02,-1.299428795274723825e-01
1.100210790696642960e-01,1.520790832830884454e-02,-3.901731254452591238e-03,5.788587368589819676e-03,-1.202680919944797665e-02,-1.332988491279845644e-01
1.127279289790305977e-01,1.558197189820591591e-02,-3.998221990369430281e-03,5.920850312524155064e-03,-1.232044071199705527e-02,-1.365810687918440625e-01
1.153750049582209919e-01,1.594777200395814526e-02,-4.092608366547018615e-03,6.050122683458577719e-03,-1.260738133714553802e-02,-1.397908479807132842e-01
1.179633701838819770e-01,1.630545565001753627e-02,-4.184926842114881571e-03,6.176460068959463076e-03,-1.288775584788548825e-02,-1.429294736443417757e-01
1.204940695011891966e-01,1.665516730971256659e-02,-4.275213282543124244e-03,6.299916946306933010e-03,-1.316168685270025299e-02,-1.459982106055127682e-01
1.229681297384370986e-01,1.699704896833768505e-02,-4.363502968595534513e-03,6.420546714203336294e-03,-1.342929482068585048e-02,-1.489983019382990215e-01
1.253865600162269722e-01,1.733124016552627794e-02,-4.449830605172002025e-03,6.538401722560243517e-03,-1.369069810759917551e-02,-1.519309693397311867e-01
1.277503520513463275e-01,1.765787803691805033e-02,-4.534230330040696366e-03,6.653533300586446028e-03,-1.394601298263556388e-02,-1.547974134950216296e-01
1.300604804554311988e-01,1.797709735513168539e-02,-4.616735722460490153e-03,6.765991783356211341e-03,-1.419535365580205585e-02,-1.575988144364717514e-01
1.323179030285010771e-01,1.828903057005353688e-02,-4.697379811694142246e-03,6.875826537013174193e-03,-1.443883230576354509e-02,-1.603363318961874284e-01
1.345235610474550814e-01,1.859380784845296106e-02,-4.776195085412798802e-03,6.983085982743593954e-03,-1.467655910805689030e-02,-1.630111056527228375e-01
1.366783795496157861e-01,1.889155711293481754e-02,-4.853213497992397638e-03,7.087817619634726070e-03,-1.490864226358171694e-02,-1.656242558717679336e-01
1.387832676114063857e-01,1.918240408023948185e-02,-4.928466478702590858e-03,7.190068046519029060e-03,-1.513518802728852294e-02,-1.681768834409918534e-01
1.408391186222446023e-01,1.946647229890070135e-02,-5.001984939788843218e-03,7.289882982892133267e-03,-1.535630073699481742e-02,-1.706700702991506002e-01
1.428468105537361033e-01,1.974388318627133543e-02,-5.073799284448373206e-03,7.387307288981704093e-03,-1.557208284226878521e-02,-1.731048797595644007e-01
1.448072062242478364e-01,2.001475606492707920e-02,-5.143939414700647236e-03,7.482384985035065578e-03,-1.578263493332749193e-02,-1.754823568280669543e-01
1.467211535589414140e-01,2.027920819845800693e-02,-5.212434739153149442e-03,7.575159269885615304e-03,-1.598805576990318042e-02,-1.778035285155265821e-01
1.485894858453440937e-01,2.053735482665771522e-02,-5.279314180663184294e-03,7.665672538851177331e-03,-1.618844231003689627e-02,-1.800694041450360550e-01
1.504130219845344896e-01,2.078930920011970787e-02,-5.344606183896482253e-03,7.753966401011690157e-03,-1.638388973876361149e-02,-1.822809756538660564e-01
1.521925667380184255e-01,2.103518261425050412e-02,-5.408338722783402087e-03,7.840081695908482362e-03,-1.657449149665738905e-02,-1.844392178902748147e-01
1.539289109703689262e-01,2.127508444270890045e-02,-5.470539307873542589e-03,7.924058509703027497e-03,-1.676033930820889153e-02,-1.865450889052640837e-01
1.556228318877034278e-01,2.150912217028060763e-02,-5.531234993589605013e-03,8.005936190829211763e-03,-1.694152321001093225e-02,-1.885995302393700668e-01
1.572750932720694550e-01,2.173740142519741195e-02,-5.590452385381333711e-03,8.085753365169819074e-03,-1.711813157873068314e-02,-1.906034672045756606e-01
1.588864457118095985e-01,2.196002601090988118e-02,-5.648217646780423137e-03,8.163547950784963078e-03,-1.729025115884978356e-02,-1.925578091614285614e-01
1.604576268279745144e-01,2.217709793732245901e-02,-5.704556506357242977e-03,8.239357172217640427e-03,-1.745796709015591183e-02,-1.944634497914481952e-01
1.619893614968520301e-01,2.238871745149975320e-02,-5.759494264580297326e-03,8.313217574399279358e-03,-1.762136293497143860e-02,-1.963212673649026296e-01
1.634823620686793044e-01,2.259498306785264268e-02,-5.813055800579295697e-03,8.385165036176128045e-03,-1.778052070510661997e-02,-1.981321250040350423e-01
1.649373285826032376e-01,2.279599159781268286e-02,-5.865265578812766528e-03,8.455234783475564647e-03,-1.793552088852641210e-02,-1.998968709418176837e-01
1.663549489779540813e-01,2.299183817900326762e-02,-5.916147655641128267e-03,8.523461402129787340e-03,-1.808644247572145300e-02,-2.016163387763099668e-01
1.677358993018952527e-01,2.318261630391572556e-02,-5.965725685806144360e-03,8.589878850372914890e-03,-1.823336298577511033e-02,-2.032913477206955699e-01
1.690808439135118302e-01,2.336841784809858685e-02,-6.014022928817714525e-03,8.654520471026305381e-03,-1.837635849211958355e-02,-2.049227028490722968e-01
1.703904356843987389e-01,2.354933309786800752e-02,-6.061062255248936444e-03,8.717419003385691589e-03,-1.851550364797518305e-02,-2.065111953380669441e-01
1.716653161958089369e-01,2.372545077754724743e-02,-6.106866152940391111e-03,8.778606594822746176e-03,-1.865087171146782852e-02,-2.080576027043459786e-01
1.729061159324205843e-01,2.389685807624303271e-02,-6.151456733114615480e-03,8.838114812112777413e-03,-1.878253457042066907e-02,-2.095626890380919427e-01
1.741134544727812872e-01,2.406364067416645949e-02,-6.194855736401717362e-03,8.895974652499380117e-03,-1.891056276681648066e-02,-2.110272052325135872e-01
1.752879406764865922e-01,2.422588276850597480e-02,-6.237084538777098834e-03,8.952216554506151752e-03,-1.903502552092821085e-02,-2.124518892094572620e-01
