4.997893886614469122e-03,6.931497751890081452e-04,-1.769901952906907346e-04,2.975250516630817258e-04,-5.436836082389894399e-04,-6.049182690906985439e-03
9.893339154158596604e-03,1.369698871572505496e-03,-3.498307210270204005e-04,5.982686566478562055e-04,-1.076855854205110768e-03,-1.197441770714028665e-02
1.468592373794565774e-02,2.032031927833807729e-03,-5.191156408021532082e-04,8.767632156535891917e-04,-1.601293707482478361e-03,-1.777531613793798329e-02
1.937530868540008125e-02,2.680101674972871703e-03,-6.848318866382846048e-04,1.145608869607751259e-03,-2.114993024797084866e-03,-2.345142621533465727e-02
2.396121343302240470e-02,3.313868906996202297e-03,-8.469683480776335829e-04,1.406113928007947898e-03,-2.617474266920463873e-03,-2.900257310690595308e-02
2.844341477816784980e-02,3.933302341109337456e-03,-1.005515839541814768e-03,1.656486511056212956e-03,-3.108780274127870367e-03,-3.442885978212812531e-02
3.282174584268877926e-02,4.538378476755321016e-03,-1.160467067559995021e-03,1.895061786369077027e-03,-3.588996785565578412e-03,-3.973048986676259997e-02
3.709609502912638440e-02,5.129081453583290463e-03,-1.311816597875041946e-03,2.121148537050141555e-03,-4.058124976401948636e-03,-4.490766252769279321e-02
4.126640497012686731e-02,5.705402908430548710e-03,-1.459560822436750801e-03,2.334480538130037815e-03,-4.516156394169718903e-03,-4.996052330241487066e-02
4.533267147174717404e-02,6.267341831400717427e-03,-1.603697926291133705e-03,2.535061108182398715e-03,-4.963062075549231657e-03,-5.488927734069879577e-02
4.929494245130498081e-02,6.814904421119899469e-03,-1.744227854374690891e-03,2.722960812745952534e-03,-5.398828372414142540e-03,-5.969410380749431977e-02
5.315331687041706388e-02,7.348103939251939172e-03,-1.881152278222493956e-03,2.898479196767899096e-03,-5.823423442568312174e-03,-6.437522848078253146e-02
5.690794366385963643e-02,7.866960564353150248e-03,-2.014474562598881149e-03,3.061929787441893067e-03,-6.236827485995683276e-03,-6.893285304642657318e-02
6.055902066487334895e-02,8.371501245146106482e-03,-2.144199732059524389e-03,3.213780886934899071e-03,-6.639010207851401765e-03,-7.336722849701565741e-02
