5.500000000000000444e-01,2.000000000000000111e-01,2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.477057444653690155e-01,2.008975296294572832e-01,1.981862929636632464e-01,-9.004289782958667041e-03,4.691823080615151187e-02,-2.688236252022924329e-03,-1.545893868851078157e+00,4.001148859155764922e-04,5.722801468106131217e-02,-6.482900560126618472e-02,2.003692496177999702e-02,-2.763791588198411669e-02,0.000000000000000000e+00
5.451523698272379148e-01,2.128326903996420882e-01,2.028148654441283283e-01,-1.779154289010831391e-02,1.694332542359102689e-01,-7.233789379732562252e-02,-1.600178825212114297e+00,7.840349638913899580e-04,3.905515590747010712e-01,1.324757462782580331e-01,3.119689225899258123e-01,2.110583827630348186e-01,0.000000000000000000e+00
5.424478085559516494e-01,2.123547445367562903e-01,1.997416400020618765e-01,-2.646333967460017672e-02,1.727589879412775309e-01,6.679112646517437746e-03,-1.683950191405460428e+00,1.152822290633868929e-03,4.205477077557153165e-01,1.830851003852340675e-02,2.981227096100889096e-01,1.407335081841510904e-01,0.000000000000000000e+00
5.397544074525223445e-01,2.074461466876195426e-01,1.940239713901603102e-01,-3.517561777708033688e-02,2.067752914594279956e-01,-1.762878473770150556e-02,-1.695095303668448183e+00,1.506071717339512112e-03,3.417491404238197639e-01,-2.040476646386879811e-01,1.756626928120728626e-01,-3.796121702694604805e-02,0.000000000000000000e+00
5.370620223216692191e-01,2.020070157980139169e-01,1.880130074411213437e-01,-4.391194204471804419e-02,2.014796595865940010e-01,3.853088255919616401e-02,-1.747403170983851783e+00,1.843419565067126557e-03,2.503014447604238191e-01,-4.389949107438874121e-01,4.057001713273800103e-02,-2.292634831162128906e-01,0.000000000000000000e+00
5.343480254908904437e-01,1.968708117655910972e-01,1.821837881948324689e-01,-5.264351264740834563e-02,2.749682248579554678e-01,-7.163361394582574981e-02,-1.712177245540478898e+00,2.164543354009826337e-03,1.670076592850908703e-01,-6.669508138733249991e-01,-8.671908538890235607e-02,-4.132240691993412929e-01,0.000000000000000000e+00
5.315620078663336745e-01,1.927811959244305762e-01,1.769207203377446413e-01,-6.131386764528819200e-02,2.316740018592884920e-01,7.793919483985485563e-02,-1.819911062910605226e+00,2.469161441611895155e-03,1.108266578300736716e-01,-8.716746616204279485e-01,-1.880628988630494991e-01,-5.727851049273138262e-01,0.000000000000000000e+00
5.287655046254017277e-01,1.883196836042343447e-01,1.714488455622915075e-01,-6.997860911053299660e-02,3.317901073486627106e-01,-8.352641490998165275e-02,-1.760021072967786759e+00,2.757032572671985760e-03,4.609518040029306207e-02,-1.085513515079575830e+00,-2.981271656721490304e-01,-7.412911690071442017e-01,0.000000000000000000e+00
5.259747814032361690e-01,1.834297074147737960e-01,1.657547997184333766e-01,-7.864818966360735686e-02,2.780871788767190766e-01,8.208755444388642075e-02,-1.873394974169083183e+00,3.027955344797465462e-03,-2.879516189974574980e-02,-1.309199796613631950e+00,-4.182566002051884002e-01,-9.197383583082002767e-01,0.000000000000000000e+00
5.232167054998738687e-01,1.779502955966772715e-01,1.597761206483799823e-01,-8.734378395378447624e-02,3.780374163107439456e-01,-8.704687826364897185e-02,-1.805676056068700852e+00,3.281767592779550376e-03,-1.181625078443039045e-01,-1.545604179723309102e+00,-5.523338081621452789e-01,-1.111432879405477747e+00,0.000000000000000000e+00
5.204829912385643409e-01,1.721732941081428603e-01,1.536759282048760500e-01,-9.605153421741888242e-02,3.185788069164665615e-01,8.400443835198072307e-02,-1.918735536989734536e+00,3.518345695646245448e-03,-2.147508554196905228e-01,-1.787918097110065219e+00,-6.932371027103392258e-01,-1.309431849819427507e+00,0.000000000000000000e+00
